,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,19,NaN,6681,1,10120,381377,1
1,0,16,1,6681,6827,19535,421110,1
2,0,13,1,6681,6771,6841,441792,1
3,0,14,0,6681,6154,6864,470022,1
4,0,12,1,6681,6770,5936,493493,1
5,0,14,0,6681,7181,14688,526079,1
6,0,10,1,6681,6643,18530,564654,1
7,0,8,1,6681,6621,3249,586541,1
8,0,9,0,6681,5392,7977,609404,1
9,0,5,1,6681,6544,5457,622895,1
10,0,8,0,6681,4149,2730,644734,1
11,0,10,0,6681,3880,3922,661237,1
12,0,14,0,6681,7046,3210,684559,1
13,0,15,1,6681,6338,20497,714533,1
14,0,17,0,6681,4058,3306,728189,1
15,0,16,1,6681,4892,8320,751501,1
16,0,14,1,6681,2980,8521,769621,1
17,0,16,0,6681,6687,12762,793044,1
18,0,21,0,6681,857,4833,809717,1
19,0,19,1,6681,2764,3065,821853,1
20,0,23,0,6681,6205,9450,839204,1
