,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,50,NaN,333,1,19637,870372,NaN
1,0,38,1,333,6510,3689,888523,NaN
2,0,36,0,333,7123,4577,905923,NaN
3,0,34,1,333,6487,3217,921026,NaN
4,0,31,1,333,6154,10530,944220,NaN
5,0,34,0,333,4892,5657,960723,NaN
6,0,27,1,333,5930,10947,982666,NaN
7,0,30,0,333,690,7057,1004412,NaN
8,0,26,1,333,5521,9057,1024059,NaN
9,0,22,1,333,4828,5488,1039746,NaN
10,0,24,0,333,2764,3116,1056363,NaN
11,0,28,0,333,1143,3546,1083426,NaN
12,0,27,1,333,3808,3083,1094241,NaN
13,0,34,0,333,7106,2970,1105409,NaN
14,0,40,0,333,7145,3691,1115792,NaN
15,0,37,1,333,2651,7530,1129531,NaN
16,0,43,0,333,2203,2675,1140339,NaN
17,0,42,1,333,360,7338,1155619,NaN
18,0,48,0,333,4436,3889,1165169,NaN
19,0,50,0,333,7185,3947,1178442,NaN
20,0,46,1,333,329,5945,1192609,NaN
