,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,50,NaN,219,1,9359,497884,0
1,1,50,1,219,399,8610,528362,0
2,1,56,1,219,3221,5965,554642,0
3,1,53,0,219,4300,6877,584761,0
4,1,54,1,219,1284,6510,609218,0
5,1,51,0,219,4291,9782,642330,0
6,1,51,1,219,4465,7390,670530,0
7,1,52,1,219,3705,9093,698602,0
8,1,51,0,219,4142,7503,732883,0
9,1,52,1,219,1316,6878,752082,0
10,1,52,0,219,3049,3869,781188,0
11,1,51,0,219,2250,7021,813409,0
12,1,50,0,219,1746,9621,851497,0
13,1,51,1,219,765,5820,884386,0
14,1,51,0,219,1183,5245,908641,0
15,1,51,1,219,5387,6781,931969,0
16,1,53,1,219,2850,3502,951010,0
17,1,50,0,219,660,11853,982882,0
18,1,47,0,219,611,6198,1006249,0
19,1,46,1,219,5354,5460,1023130,0
20,1,45,0,219,210,4062,1059586,0
