,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,40,NaN,5699,1,16986,1098194,NaN
1,1,47,1,5699,3737,6684,1131537,NaN
2,1,43,0,5699,5354,7029,1159529,NaN
3,1,51,1,5699,4465,6991,1188530,NaN
4,1,55,1,5699,5913,2797,1218690,NaN
5,1,54,0,5699,5237,4198,1239417,NaN
6,1,61,1,5699,5253,7318,1275754,NaN
7,1,64,1,5699,5845,5117,1295474,NaN
8,1,64,0,5699,5214,8020,1326041,NaN
9,1,68,1,5699,5931,11324,1356498,NaN
10,1,67,0,5699,4299,2237,1372401,NaN
11,1,64,0,5699,4203,5438,1391009,NaN
12,1,62,0,5699,3910,4157,1415282,NaN
13,1,66,1,5699,2472,4093,1441313,NaN
14,1,65,0,5699,2305,4780,1455937,NaN
15,1,66,1,5699,5376,3021,1479122,NaN
16,1,69,1,5699,5921,8149,1503113,NaN
17,1,66,0,5699,2199,3813,1523193,NaN
18,1,65,0,5699,1316,7998,1545409,NaN
19,1,66,1,5699,2478,3669,1560521,NaN
20,1,61,0,5699,356,4959,1578674,NaN
