,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,61,NaN,7050,1,11024,485761,0
1,1,51,0,7050,6827,10988,503887,0
2,1,46,0,7050,6789,5124,520471,0
3,1,50,1,7050,7185,3645,539529,0
4,1,44,0,7050,6756,7996,562359,0
5,1,61,1,7050,6847,6880,577311,0
6,1,49,0,7050,6524,8088,595752,0
7,1,31,0,7050,5930,4382,611641,0
8,1,40,1,7050,4892,4093,630007,0
9,1,36,0,7050,5521,5590,643494,0
10,1,42,1,7050,2890,4592,659263,0
11,1,48,1,7050,6768,3878,671662,0
12,1,54,1,7050,6905,4525,684006,0
13,1,50,0,7050,4828,7190,698109,0
14,1,55,1,7050,6729,8189,714692,0
15,1,51,0,7050,4436,12476,733527,0
16,1,43,0,7050,4058,5909,749694,0
17,1,51,1,7050,329,13134,786774,0
18,1,60,1,7050,2980,5998,800157,0
19,1,56,0,7050,3808,5079,817333,0
20,1,66,1,7050,6178,4079,830533,0
