,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,45,NaN,1746,1,18368,446786,1
1,0,61,0,1746,4085,14531,472344,1
2,0,62,0,1746,765,3045,493497,1
3,0,23,1,1746,4142,8908,517473,1
4,0,63,0,1746,4719,2486,533169,1
5,0,68,1,1746,3910,3037,550257,1
6,0,51,0,1746,5371,3357,567729,1
7,0,61,0,1746,5331,3238,580025,1
8,0,60,1,1746,3827,1981,601121,1
9,0,41,0,1746,4291,2700,623506,1
10,0,21,1,1746,3705,6909,641425,1
11,0,21,1,1746,3221,7237,659144,1
12,0,34,1,1746,3049,2781,671857,1
13,0,31,0,1746,2012,4461,690609,1
14,0,25,1,1746,1881,2876,710145,1
15,0,35,0,1746,210,3724,734736,1
16,0,19,0,1746,3980,6326,749929,1
17,0,27,1,1746,1183,2406,767514,1
18,0,44,1,1746,478,6205,792433,1
19,0,34,0,1746,4374,2109,805457,1
20,0,31,1,1746,219,3093,824601,1
