,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,76,NaN,3880,1,71769,654733,0
1,1,81,1,3880,2764,13735,695075,0
2,1,82,1,3880,7106,9705,719781,0
3,1,81,0,3880,7126,8619,751387,0
4,1,86,1,3880,6681,14495,787172,0
5,1,85,0,3880,6771,8809,806187,0
6,1,87,1,3880,7181,8082,822291,0
7,1,88,1,3880,6770,10561,846771,0
8,1,84,0,3880,6621,12913,870794,0
9,1,90,1,3880,857,10282,894969,0
10,1,86,0,3880,6510,6265,911635,0
11,1,83,0,3880,4149,8402,931185,0
12,1,79,0,3880,3894,8753,955865,0
13,1,82,1,3880,6482,9362,972733,0
14,1,80,0,3880,3693,7714,994641,0
15,1,81,1,3880,2094,4675,1012721,0
16,1,83,1,3880,7145,6171,1030218,0
17,1,79,0,3880,2651,8466,1052081,0
18,1,77,0,3880,2203,5698,1069768,0
19,1,80,1,3880,6544,6378,1089210,0
20,1,75,0,3880,545,10089,1108544,0
