,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,50,NaN,6510,1,20914,1179904,NaN
1,1,60,1,6510,6687,8058,1203559,NaN
2,1,56,0,6510,3693,7269,1220353,NaN
3,1,60,1,6510,6544,7737,1236913,NaN
4,1,60,1,6510,6338,9114,1255495,NaN
5,1,55,0,6510,5392,5530,1268327,NaN
6,1,57,1,6510,6205,2412,1277753,NaN
7,1,57,0,6510,2764,4121,1291880,NaN
8,1,59,1,6510,4371,5979,1303472,NaN
9,1,60,1,6510,4058,5210,1315079,NaN
10,1,58,0,6510,2084,2802,1324350,NaN
11,1,58,0,6510,333,4627,1335998,NaN
12,1,62,1,6510,3880,4537,1353815,NaN
13,1,59,0,6510,545,3665,1365462,NaN
14,1,54,0,6510,7129,9690,1382214,NaN
15,1,57,1,6510,3687,2963,1393373,NaN
16,1,55,0,6510,6487,3946,1404807,NaN
17,1,58,1,6510,2203,4713,1421391,NaN
18,1,60,0,6510,6621,6953,1436670,NaN
19,1,56,0,6510,7106,3394,1447326,NaN
20,1,58,1,6510,1143,4028,1463559,NaN
