,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,51,NaN,7149,1,10673,472505,1
1,1,40,0,7149,372,11794,502328,1
2,1,36,0,7149,7918,16791,546932,1
3,1,50,1,7149,7665,4110,578526,1
4,1,41,0,7149,7921,5588,596605,1
5,1,39,1,7149,7614,8862,623106,1
6,1,34,0,7149,7517,7746,642694,1
7,1,30,0,7149,7696,2178,658490,1
8,1,35,1,7149,7609,8147,686577,1
9,1,28,0,7149,6086,4098,704177,1
10,1,34,1,7149,7586,4229,719103,1
11,1,41,1,7149,7552,5274,733071,1
12,1,43,1,7149,7521,6729,749769,1
13,1,39,0,7149,5569,5068,769931,1
14,1,41,1,7149,6547,4140,787653,1
15,1,39,0,7149,8389,4173,801655,1
16,1,35,0,7149,949,3750,824127,1
17,1,41,1,7149,5278,3242,848554,1
18,1,41,1,7149,4227,3293,864960,1
19,1,41,0,7149,6500,3460,877143,1
20,1,45,1,7149,4196,3160,890966,1
