,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,71,NaN,7761,1,8303,917085,NaN
1,1,61,0,7761,4093,6346,931838,NaN
2,1,61,1,7761,7665,4994,944225,NaN
3,1,59,0,7761,7916,5429,963341,NaN
4,1,54,0,7761,8395,3602,978508,NaN
5,1,56,1,7761,7638,3112,991687,NaN
6,1,49,0,7761,7614,2918,1004253,NaN
7,1,56,1,7761,7609,4332,1019471,NaN
8,1,51,0,7761,3543,4221,1033228,NaN
9,1,43,0,7761,7749,1938,1042012,NaN
10,1,45,1,7761,7603,2296,1052400,NaN
11,1,56,1,7761,7571,4111,1068355,NaN
12,1,48,0,7761,4873,3049,1077775,NaN
13,1,46,1,7761,7560,4414,1090554,NaN
14,1,61,1,7761,7521,3099,1098490,NaN
15,1,50,0,7761,7657,3785,1107469,NaN
16,1,54,1,7761,7158,2949,1117307,NaN
17,1,50,0,7761,4200,2206,1124608,NaN
18,1,56,1,7761,6547,3205,1132687,NaN
19,1,69,1,7761,1386,3737,1143720,NaN
20,1,59,0,7761,6500,5773,1154402,NaN
