,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,30,NaN,2651,1,6906,889367,NaN
1,0,30,0,2651,6482,6019,901582,NaN
2,0,31,1,2651,6756,8714,914133,NaN
3,0,35,0,2651,333,12441,937844,NaN
4,0,35,0,2651,7173,6850,957174,NaN
5,0,30,1,2651,6338,6651,969981,NaN
6,0,28,0,2651,3693,8746,986708,NaN
7,0,30,1,2651,6205,5146,1002292,NaN
8,0,34,0,2651,6771,7044,1016117,NaN
9,0,40,0,2651,2084,16161,1042884,NaN
10,0,34,1,2651,6154,7442,1058179,NaN
11,0,35,1,2651,4436,6313,1077805,NaN
12,0,30,0,2651,7138,4578,1092964,NaN
13,0,29,1,2651,4371,6498,1109067,NaN
14,0,30,1,2651,4149,7497,1128803,NaN
15,0,31,0,2651,1143,6346,1148468,NaN
16,0,25,1,2651,3880,11129,1170283,NaN
17,0,30,0,2651,3687,9826,1189450,NaN
18,0,26,1,2651,2764,4858,1208676,NaN
19,0,25,1,2651,857,6945,1224970,NaN
20,0,25,0,2651,7129,6138,1237147,NaN
