,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,40,NaN,1143,1,88914,521817,0
1,0,40,0,1143,6501,10464,550120,0
2,0,45,0,1143,5521,7602,568183,0
3,0,40,1,1143,690,7778,587793,0
4,0,40,0,1143,4892,6954,608624,0
5,0,30,1,1143,2890,9114,627990,0
6,0,36,0,1143,4828,9020,646592,0
7,0,36,0,1143,4436,7353,663255,0
8,0,40,1,1143,7106,6641,679446,0
9,0,41,0,1143,2980,4946,694678,0
10,0,35,1,1143,6178,12241,713727,0
11,0,35,1,1143,4371,6905,727391,0
12,0,30,1,1143,7138,9769,746486,0
13,0,35,0,1143,2651,5521,759782,0
14,0,30,1,1143,2203,5418,783679,0
15,0,35,0,1143,2094,6467,798351,0
16,0,35,0,1143,545,6810,813662,0
17,0,35,1,1143,333,4691,824878,0
18,0,30,1,1143,6524,6873,837310,0
19,0,30,0,1143,329,7242,849557,0
20,0,30,1,1143,6487,3778,859725,0
