,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,49,NaN,7989,1,5791,648799,NaN
1,1,49,0,7989,7921,3328,659649,NaN
2,1,47,1,7989,7720,2672,668647,NaN
3,1,41,0,7989,7715,2545,680153,NaN
4,1,39,0,7989,7696,3700,689222,NaN
5,1,45,1,7989,8326,2467,698413,NaN
6,1,40,0,7989,7614,3536,711616,NaN
7,1,48,1,7989,8025,2805,719936,NaN
8,1,36,0,7989,6500,3185,728950,NaN
9,1,34,0,7989,5569,3028,736970,NaN
10,1,41,1,7989,8389,1723,743537,NaN
11,1,43,1,7989,8303,2186,750386,NaN
12,1,40,0,7989,4873,4439,759100,NaN
13,1,45,1,7989,372,1969,765825,NaN
14,1,49,1,7989,5229,2087,772631,NaN
15,1,44,0,7989,3882,1848,779389,NaN
16,1,50,1,7989,8083,4053,788704,NaN
17,1,42,0,7989,3543,8082,801402,NaN
18,1,41,1,7989,8343,1820,808204,NaN
19,1,43,1,7989,7665,2033,815838,NaN
20,1,40,0,7989,949,3406,823727,NaN
