,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,48,NaN,5931,1,4227,616306,NaN
1,1,16,0,5931,5308,1582,628386,NaN
2,1,17,1,5931,4085,1701,641529,NaN
3,1,30,0,5931,5214,1497,648281,NaN
4,1,29,0,5931,4657,1845,661114,NaN
5,1,35,1,5931,1316,1777,669569,NaN
6,1,35,0,5931,4504,1546,678345,NaN
7,1,26,0,5931,4300,1438,684225,NaN
8,1,23,1,5931,5253,1032,693289,NaN
9,1,28,0,5931,4299,1362,699905,NaN
10,1,24,1,5931,4574,1230,705393,NaN
11,1,27,1,5931,5376,2258,711985,NaN
12,1,37,1,5931,3221,2390,718522,NaN
13,1,28,0,5931,4203,1460,729258,NaN
14,1,29,1,5931,3737,2377,739866,NaN
15,1,31,0,5931,1881,1963,746873,NaN
16,1,25,0,5931,1746,2460,753826,NaN
17,1,27,1,5931,3980,1794,762721,NaN
18,1,42,1,5931,2305,1417,770186,NaN
19,1,39,0,5931,356,1638,780122,NaN
20,1,35,1,5931,4719,2380,788402,NaN
