,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,41,NaN,3705,1,7864,361611,0
1,1,28,0,3705,2850,3316,384522,0
2,1,22,0,3705,2250,1565,395266,0
3,1,25,1,3705,660,4260,412538,0
4,1,24,0,3705,2012,2532,429707,0
5,1,29,1,3705,3221,4420,445130,0
6,1,16,0,3705,1746,1446,455497,0
7,1,10,0,3705,1284,1529,462281,0
8,1,21,1,3705,3049,3415,472122,0
9,1,16,0,3705,1183,1456,479219,0
10,1,23,1,3705,219,1610,487754,0
11,1,27,1,3705,5524,2453,497594,0
12,1,27,1,3705,399,2089,505466,0
13,1,28,0,3705,765,3440,515314,0
14,1,32,1,3705,4142,2067,523042,0
15,1,28,0,3705,611,3606,542154,0
16,1,31,0,3705,478,2225,549218,0
17,1,34,1,3705,5404,5766,568490,0
18,1,34,1,3705,1881,2117,577497,0
19,1,34,0,3705,210,1737,586490,0
20,1,36,1,3705,5913,2762,596826,0
