,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,42,NaN,5699,1,15456,847663,0
1,0,44,1,5699,3737,4798,870599,0
2,0,37,1,5699,4465,18567,910589,0
3,0,38,0,5699,5354,11423,934934,0
4,0,27,1,5699,5913,3815,963086,0
5,0,31,0,5699,5237,5024,989213,0
6,0,29,1,5699,5253,7135,1009397,0
7,0,31,1,5699,5845,6038,1038574,0
8,0,37,0,5699,5214,6184,1063550,0
9,0,35,1,5699,5931,4974,1096630,0
10,0,34,0,5699,4299,7216,1122951,0
11,0,34,0,5699,4203,4009,1141566,0
12,0,37,0,5699,3910,9047,1170988,0
13,0,33,1,5699,2472,11536,1198148,0
14,0,42,0,5699,2305,6736,1219268,0
15,0,30,1,5699,5376,3327,1246436,0
16,0,31,1,5699,5921,8753,1268547,0
17,0,41,0,5699,2199,9038,1307234,0
18,0,40,0,5699,1316,7783,1330378,0
19,0,39,1,5699,2478,4240,1353874,0
20,0,37,0,5699,356,3631,1373362,0
