,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,37,NaN,8312,1,2724,775431,NaN
1,0,43,1,8312,7566,1966,784231,NaN
2,0,43,0,8312,7752,3047,792919,NaN
3,0,30,1,8312,949,1967,802407,NaN
4,0,24,1,8312,1386,1366,809727,NaN
5,0,49,0,8312,7674,4230,818863,NaN
6,0,29,1,8312,7158,1902,825343,NaN
7,0,48,0,8312,7558,1503,833312,NaN
8,0,30,1,8312,7875,1566,840807,NaN
9,0,22,1,8312,1921,3007,851481,NaN
10,0,40,0,8312,7532,1654,859599,NaN
11,0,52,0,8312,7529,2013,866319,NaN
12,0,43,1,8312,7560,1615,872919,NaN
13,0,52,0,8312,5335,1773,882687,NaN
14,0,62,0,8312,4196,1686,889799,NaN
15,0,45,1,8312,7668,2119,898335,NaN
16,0,47,0,8312,3543,2341,905991,NaN
17,0,33,1,8312,8322,1086,912816,NaN
18,0,50,0,8312,3274,2471,919255,NaN
19,0,59,0,8312,409,1615,929208,NaN
20,0,45,1,8312,7616,2551,937295,NaN
