,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,83,NaN,8083,1,4721,479128,0
1,0,53,1,8083,7571,3621,506912,0
2,0,47,1,8083,7665,1615,528768,0
3,0,63,0,8083,7586,2647,555121,0
4,0,52,1,8083,8391,2622,574352,0
5,0,57,0,8083,7529,2094,589793,0
6,0,44,1,8083,8285,4526,609352,0
7,0,40,1,8083,7916,2967,626040,0
8,0,53,0,8083,6500,2031,638256,0
9,0,38,1,8083,7158,1804,648448,0
10,0,56,0,8083,5474,2639,661360,0
11,0,57,0,8083,5335,1662,675112,0
12,0,73,0,8083,5229,3383,685391,0
13,0,59,1,8083,8341,1904,693960,0
14,0,73,0,8083,4227,1374,702088,0
15,0,55,1,8083,8322,1326,712511,0
16,0,50,1,8083,7749,2166,720567,0
17,0,63,0,8083,4196,1781,728511,0
18,0,66,0,8083,3274,2031,736295,0
19,0,72,1,8083,6086,1880,745135,0
20,0,62,0,8083,1386,2007,753687,0
