,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,36,NaN,8398,1,26611,734614,1
1,0,36,0,8398,8025,15162,765731,1
2,0,41,0,8398,7695,12323,806244,1
3,0,27,1,8398,7532,9284,831267,1
4,0,31,0,8398,8389,7505,848970,1
5,0,24,1,8398,6952,5956,868075,1
6,0,28,0,8398,3882,8205,883035,1
7,0,36,0,8398,7696,12196,900562,1
8,0,31,1,8398,6547,5316,912866,1
9,0,35,0,8398,7680,5103,924427,1
10,0,35,1,8398,6086,10619,941978,1
11,0,27,1,8398,5569,5845,952546,1
12,0,19,1,8398,5335,6516,964841,1
13,0,26,0,8398,409,3581,973473,1
14,0,20,1,8398,4285,3136,981643,1
15,0,26,0,8398,7858,6133,992659,1
16,0,31,0,8398,8407,5141,1003298,1
17,0,21,1,8398,4200,6420,1017777,1
18,0,19,1,8398,4093,4708,1028785,1
19,0,21,0,8398,7674,2212,1036017,1
20,0,14,1,8398,2523,8230,1048618,1
