,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,35,NaN,7586,1,10235,1040019,NaN
1,0,33,1,7586,7638,5991,1095944,NaN
2,0,35,0,7586,7149,7577,1118837,NaN
3,0,31,1,7586,7609,5031,1148718,NaN
4,0,31,1,7586,7603,5938,1174287,NaN
5,0,33,0,7586,5474,5333,1217581,NaN
6,0,33,1,7586,7560,1559,1234847,NaN
7,0,34,0,7586,409,1489,1248644,NaN
8,0,32,1,7586,7532,4577,1269439,NaN
9,0,32,1,7586,7517,6665,1290701,NaN
10,0,32,0,7586,8398,9253,1322827,NaN
11,0,34,0,7586,7866,5496,1345556,NaN
12,0,33,1,7586,6500,6001,1363985,NaN
13,0,33,0,7586,7921,2685,1379635,NaN
14,0,34,0,7586,3543,2713,1392411,NaN
15,0,34,1,7586,5335,3318,1406269,NaN
16,0,34,0,7586,7521,4405,1431968,NaN
17,0,33,1,7586,3960,5613,1450378,NaN
18,0,33,0,7586,8395,2478,1469569,NaN
19,0,34,0,7586,7552,2293,1490446,NaN
20,0,33,1,7586,2523,2619,1506403,NaN
