,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,20,NaN,5474,1,21211,515773,1
1,0,15,1,5474,6740,17090,572464,1
2,0,15,1,5474,6547,5790,602538,1
3,0,17,0,5474,8271,4956,631294,1
4,0,16,1,5474,6086,7087,653481,1
5,0,17,0,5474,7680,2020,677367,1
6,0,16,1,5474,5229,8461,697191,1
7,0,15,1,5474,4873,6638,724703,1
8,0,16,0,5474,5278,2879,753704,1
9,0,16,1,5474,4285,6753,774138,1
10,0,17,0,5474,7571,9264,795616,1
11,0,18,0,5474,3274,4353,819708,1
12,0,19,0,5474,7521,8058,839393,1
13,0,17,1,5474,3543,2555,855630,1
14,0,17,0,5474,949,3888,873098,1
15,0,16,1,5474,2523,5955,897760,1
16,0,16,1,5474,1921,3111,913097,1
17,0,17,0,5474,7603,4579,927907,1
18,0,17,0,5474,3960,5233,955855,1
19,0,15,1,5474,1386,3225,980240,1
20,0,16,0,5474,8407,4199,997355,1
