,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,39,NaN,2012,1,139335,367361,1
1,1,59,1,2012,4553,10757,406720,1
2,1,71,1,2012,4374,6856,419039,1
3,1,61,0,2012,765,3111,432080,1
4,1,64,1,2012,3827,4322,441105,1
5,1,61,0,2012,4142,6559,456905,1
6,1,70,1,2012,3705,3800,467856,1
7,1,74,1,2012,3221,7800,479280,1
8,1,61,0,2012,1183,7000,494801,1
9,1,71,1,2012,3049,5744,506281,1
10,1,63,0,2012,5463,8176,520743,1
11,1,55,0,2012,1284,6386,531912,1
12,1,55,0,2012,4300,6402,547864,1
13,1,71,1,2012,1881,6808,561824,1
14,1,64,0,2012,5408,6688,574123,1
15,1,70,1,2012,1746,3506,583033,1
16,1,73,1,2012,660,3474,591016,1
17,1,64,0,2012,5331,2497,598408,1
18,1,54,0,2012,478,4754,607192,1
19,1,59,1,2012,611,6337,617912,1
20,1,59,0,2012,219,6463,628809,1
