,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,30,NaN,7761,1,15959,1079302,NaN
1,1,39,0,7761,4093,8505,1103916,NaN
2,1,52,1,7761,7665,3118,1112686,NaN
3,1,43,0,7761,7916,3633,1122429,NaN
4,1,36,0,7761,8395,2640,1130420,NaN
5,1,34,1,7761,7638,3957,1142251,NaN
6,1,31,0,7761,7614,3448,1151555,NaN
7,1,33,1,7761,7609,2381,1160103,NaN
8,1,29,0,7761,3543,5825,1171795,NaN
9,1,21,0,7761,7749,5364,1181911,NaN
10,1,25,1,7761,7603,2195,1189837,NaN
11,1,29,1,7761,7571,4717,1200374,NaN
12,1,24,0,7761,4873,5932,1210977,NaN
13,1,30,1,7761,7560,3242,1220963,NaN
14,1,31,1,7761,7521,4479,1230043,NaN
15,1,27,0,7761,7657,4132,1239098,NaN
16,1,31,1,7761,7158,5159,1249084,NaN
17,1,26,0,7761,4200,3538,1257770,NaN
18,1,31,1,7761,6547,3370,1265842,NaN
19,1,34,1,7761,1386,4016,1274489,NaN
20,1,24,0,7761,6500,3648,1282700,NaN
