,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,70,NaN,7517,1,9122,750439,1
1,1,64,0,7517,7657,12817,774406,1
2,1,50,0,7517,7586,2485,786992,1
3,1,61,1,7517,7609,8428,804903,1
4,1,40,0,7517,409,14470,827560,1
5,1,43,1,7517,7566,12464,845644,1
6,1,41,0,7517,7947,6807,860228,1
7,1,34,0,7517,7696,5848,873305,1
8,1,39,1,7517,7149,6444,891788,1
9,1,34,0,7517,7916,5736,902646,1
10,1,35,1,7517,6952,4421,915902,1
11,1,41,1,7517,6547,4722,929925,1
12,1,59,1,7517,5278,15369,951192,1
13,1,56,0,7517,7668,7478,965277,1
14,1,61,1,7517,4196,3537,974611,1
15,1,41,0,7517,8326,8409,988352,1
16,1,36,0,7517,7552,2893,996067,1
17,1,35,1,7517,4093,5065,1006391,1
18,1,39,1,7517,3882,6694,1020408,1
19,1,33,0,7517,5569,5906,1031521,1
20,1,34,1,7517,2523,6468,1045320,1
