,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,50,NaN,8407,1,15564,456404,1
1,0,50,1,8407,7757,3299,471464,1
2,0,50,1,8407,7715,4088,481391,1
3,0,50,0,8407,7755,8522,506343,1
4,0,60,1,8407,7680,6647,526807,1
5,0,60,0,8407,7586,7814,543916,1
6,0,60,1,8407,7603,4815,557813,1
7,0,70,1,8407,7561,5689,573951,1
8,0,35,0,8407,3274,10011,596327,1
9,0,30,1,8407,7560,7431,608452,1
10,0,30,0,8407,7752,3455,620657,1
11,0,30,0,8407,6952,7314,633186,1
12,0,30,0,8407,7668,2062,641045,1
13,0,30,1,8407,7558,6980,652921,1
14,0,30,0,8407,5474,6171,665230,1
15,0,30,1,8407,4196,5660,676416,1
16,0,25,1,8407,3543,6697,690390,1
17,0,25,0,8407,949,4404,699846,1
18,0,25,0,8407,7158,4958,712306,1
19,0,25,1,8407,1921,3720,723711,1
20,0,25,0,8407,8322,4298,732962,1
