,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,50,NaN,6740,1,12415,770214,NaN
1,0,50,1,6740,7543,7443,785054,NaN
2,0,50,0,6740,5474,4816,803885,NaN
3,0,50,1,6740,7532,4881,813623,NaN
4,0,50,1,6740,7517,5612,824119,NaN
5,0,50,0,6740,7603,7004,836707,NaN
6,0,50,1,6740,7158,3536,845456,NaN
7,0,50,0,6740,7529,2774,852872,NaN
8,0,50,1,6740,5278,4543,861808,NaN
9,0,50,1,6740,4200,3696,869962,NaN
10,0,50,0,6740,8312,2539,877196,NaN
11,0,50,0,6740,7695,11876,903228,NaN
12,0,50,1,6740,4196,3324,911448,NaN
13,0,50,0,6740,5335,4634,920776,NaN
14,0,50,0,6740,1865,2853,929972,NaN
15,0,50,1,6740,4093,1906,939905,NaN
16,0,55,0,6740,7561,6439,954431,NaN
17,0,55,1,6740,1386,2973,961843,NaN
18,0,55,0,6740,7616,4160,973525,NaN
19,0,60,0,6740,8371,5258,983815,NaN
20,0,60,1,6740,409,4529,993096,NaN
