,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,41,NaN,4149,1,55016,479922,1
1,1,46,1,4149,6687,9593,497714,1
2,1,50,1,4149,6681,7130,514064,1
3,1,50,0,4149,7145,6049,529987,1
4,1,53,1,4149,6621,3257,542074,1
5,1,50,0,4149,6643,4945,555617,1
6,1,57,1,4149,6482,6442,568753,1
7,1,60,1,4149,6338,7996,583241,1
8,1,53,0,4149,6908,5835,594874,1
9,1,54,1,4149,3880,5089,606817,1
10,1,50,0,4149,7046,3409,616640,1
11,1,49,0,4149,3687,7002,632247,1
12,1,43,0,4149,3693,9380,647457,1
13,1,44,1,4149,2980,7089,661216,1
14,1,42,0,4149,6544,7426,674088,1
15,1,47,1,4149,2203,5059,685016,1
16,1,50,1,4149,2094,9523,700119,1
17,1,48,0,4149,2651,2939,708785,1
18,1,48,0,4149,6756,3938,718233,1
19,1,50,1,4149,545,3675,727129,1
20,1,47,0,4149,7129,12256,751575,1
