,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,72,NaN,333,1,32218,810791,NaN
1,1,71,1,333,6510,7194,827038,NaN
2,1,66,0,333,7123,7412,840768,NaN
3,1,70,1,333,6487,4593,852183,NaN
4,1,71,1,333,6154,2946,860055,NaN
5,1,67,0,333,4892,4242,870151,NaN
6,1,68,1,333,5930,3123,878359,NaN
7,1,68,0,333,690,9730,893430,NaN
8,1,71,1,333,5521,4218,902823,NaN
9,1,69,1,333,4828,7795,916871,NaN
10,1,67,0,333,2764,10153,932334,NaN
11,1,63,0,333,1143,3578,941174,NaN
12,1,67,1,333,3808,6050,952029,NaN
13,1,65,0,333,7106,3146,961528,NaN
14,1,62,0,333,7145,10787,977168,NaN
15,1,65,1,333,2651,3018,985295,NaN
16,1,63,0,333,2203,5122,995439,NaN
17,1,65,1,333,360,11233,1011925,NaN
18,1,62,0,333,4436,6666,1025775,NaN
19,1,60,0,333,7185,11945,1047271,NaN
20,1,65,1,333,329,7202,1059622,NaN
