,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,20,NaN,4196,1,150976,772551,0
1,1,18,0,4196,7149,11246,848344,0
2,1,15,0,4196,6740,6959,874861,0
3,1,16,1,4196,4093,9215,927609,0
4,1,15,0,4196,6086,8561,946637,0
5,1,16,1,4196,7614,5322,974065,0
6,1,15,0,4196,5278,6439,994300,0
7,1,14,0,4196,5229,7673,1012672,0
8,1,15,1,4196,4285,6000,1035972,0
9,1,13,0,4196,4227,8672,1051701,0
10,1,14,1,4196,8161,4669,1063921,0
11,1,14,1,4196,7922,2804,1079771,0
12,1,16,1,4196,2523,7095,1096741,0
13,1,13,0,4196,3960,4435,1108817,0
14,1,15,1,4196,8082,5845,1124100,0
15,1,13,0,4196,949,3325,1134323,0
16,1,13,0,4196,409,5445,1148485,0
17,1,14,1,4196,8312,6144,1160981,0
18,1,15,1,4196,7532,2584,1171615,0
19,1,13,0,4196,372,3011,1181475,0
20,1,14,1,4196,7921,3358,1191838,0
