,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,70,NaN,8391,1,7534,1226884,NaN
1,1,65,0,8391,7638,8810,1243892,NaN
2,1,68,1,8391,7609,5133,1255361,NaN
3,1,67,0,8391,7616,3492,1270286,NaN
4,1,62,0,8391,7603,2719,1280537,NaN
5,1,65,1,8391,7532,2604,1289082,NaN
6,1,63,0,8391,7529,2957,1298452,NaN
7,1,68,1,8391,7839,3189,1309330,NaN
8,1,66,0,8391,7149,3548,1319381,NaN
9,1,63,0,8391,6500,4771,1333332,NaN
10,1,66,1,8391,7158,10697,1349276,NaN
11,1,69,1,8391,8312,2373,1356945,NaN
12,1,66,0,8391,6086,5016,1368057,NaN
13,1,69,1,8391,8341,3957,1377231,NaN
14,1,72,1,8391,7552,4628,1386710,NaN
15,1,69,0,8391,5474,5779,1398712,NaN
16,1,70,1,8391,8025,5060,1408882,NaN
17,1,67,0,8391,3543,5896,1425569,NaN
18,1,70,1,8391,6547,5077,1439726,NaN
19,1,73,1,8391,7674,2362,1447093,NaN
20,1,67,0,8391,2523,2592,1454698,NaN
