,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,50,NaN,7668,1,31144,931318,NaN
1,0,33,1,7668,7695,9026,946787,NaN
2,0,40,0,7668,8312,2613,955671,NaN
3,0,28,1,7668,7657,3639,970219,NaN
4,0,21,1,7668,7561,3888,980325,NaN
5,0,32,0,7668,409,1838,989314,NaN
6,0,21,1,7668,7560,6444,1000861,NaN
7,0,30,0,7668,3543,1711,1010168,NaN
8,0,24,1,7668,7543,3724,1020572,NaN
9,0,27,1,7668,7517,5800,1034179,NaN
10,0,29,0,7668,7603,3766,1043809,NaN
11,0,36,0,7668,8185,3774,1054188,NaN
12,0,28,1,7668,5278,5673,1065085,NaN
13,0,34,0,7668,7752,5242,1077253,NaN
14,0,38,0,7668,7771,3149,1088930,NaN
15,0,31,1,7668,4285,2489,1096671,NaN
16,0,36,0,7668,8341,4613,1111291,NaN
17,0,30,1,7668,4093,4744,1122665,NaN
18,0,28,0,7668,7566,5661,1144154,NaN
19,0,43,0,7668,1386,12421,1165509,NaN
20,0,20,1,7668,1865,3030,1179140,NaN
