,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,76,NaN,765,1,4096,171702,1
1,1,81,1,765,4504,7941,200934,1
2,1,84,1,765,4300,6543,223583,1
3,1,80,0,765,1746,6663,253030,1
4,1,80,1,765,4142,7288,272774,1
5,1,76,0,765,3221,6593,302878,1
6,1,76,1,765,3827,6008,324822,1
7,1,83,1,765,3705,5704,341814,1
8,1,73,0,765,1183,5145,359126,1
9,1,76,1,765,3049,4711,372807,1
10,1,76,0,765,2250,4280,388006,1
11,1,72,0,765,5524,4184,411495,1
12,1,71,0,765,5310,4975,428333,1
13,1,71,1,765,2012,5225,444310,1
14,1,71,0,765,611,4081,465693,1
15,1,71,1,765,478,4177,483598,1
16,1,75,1,765,399,3440,500766,1
17,1,71,0,765,4291,5687,536613,1
18,1,71,0,765,5371,2561,547181,1
19,1,73,1,765,210,3794,564557,1
20,1,66,0,765,1284,4401,578813,1
