,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,46,NaN,8243,1,8537,606877,NaN
1,1,48,1,8243,4657,4592,624062,NaN
2,1,45,0,8243,4719,3928,639013,NaN
3,1,49,1,8243,4574,2696,652309,NaN
4,1,53,1,8243,4504,3208,667318,NaN
5,1,50,0,8243,1746,2679,680502,NaN
6,1,52,1,8243,4299,2297,693574,NaN
7,1,53,1,8243,4203,5841,708910,NaN
8,1,51,0,8243,210,2177,720285,NaN
9,1,52,1,8243,3980,2143,732190,NaN
10,1,52,0,8243,5921,3054,747005,NaN
11,1,49,0,8243,5845,3033,759845,NaN
12,1,48,0,8243,765,3137,777662,NaN
13,1,50,1,8243,3737,4121,792149,NaN
14,1,48,0,8243,5913,2088,805989,NaN
15,1,50,1,8243,2478,3944,819238,NaN
16,1,51,1,8243,2472,2801,832365,NaN
17,1,49,0,8243,5214,3913,844005,NaN
18,1,49,0,8243,5253,3073,856638,NaN
19,1,50,1,8243,1316,2392,868230,NaN
20,1,47,0,8243,3910,2056,879109,NaN
