,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,42,NaN,8243,1,22168,335987,1
1,1,45,1,8243,4657,10795,363066,1
2,1,50,1,8243,4574,13444,396770,1
3,1,48,0,8243,4719,10445,420074,1
4,1,54,1,8243,4504,6174,439497,1
5,1,52,0,8243,1746,9540,462642,1
6,1,62,1,8243,4299,12030,488155,1
7,1,71,1,8243,4203,10643,506705,1
8,1,64,0,8243,210,4876,521818,1
9,1,72,1,8243,3980,8302,535434,1
10,1,66,0,8243,5921,6446,555545,1
11,1,61,0,8243,5845,12990,575914,1
12,1,56,0,8243,765,4937,587091,1
13,1,58,1,8243,3737,4705,598795,1
14,1,54,0,8243,5913,5954,613739,1
15,1,56,1,8243,2478,7341,628395,1
16,1,58,1,8243,2472,8830,642858,1
17,1,55,0,8243,5214,4566,652753,1
18,1,52,0,8243,5253,5952,664121,1
19,1,52,1,8243,1316,7217,677034,1
20,1,47,0,8243,3910,2989,685194,1
