,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,36,NaN,399,1,5162,504675,NaN
1,0,37,1,399,3049,1356,511082,NaN
2,0,48,0,399,4300,1322,517074,NaN
3,0,33,1,399,5308,1166,522602,NaN
4,0,25,1,399,4142,1306,528066,NaN
5,0,47,0,399,3827,1885,534570,NaN
6,0,29,1,399,4553,1178,539890,NaN
7,0,23,1,399,2850,1810,545786,NaN
8,0,40,0,399,3705,1578,551378,NaN
9,0,22,1,399,1284,1525,557762,NaN
10,0,38,0,399,2250,4330,567379,NaN
11,0,42,0,399,765,2377,574147,NaN
12,0,48,0,399,660,1862,580130,NaN
13,0,20,1,399,5354,1602,585946,NaN
14,0,49,0,399,611,1542,591571,NaN
15,0,30,1,399,4291,2122,597634,NaN
16,0,26,1,399,3221,2493,604057,NaN
17,0,47,0,399,478,1138,609419,NaN
18,0,52,0,399,219,1606,614979,NaN
19,0,32,1,399,5310,1145,619954,NaN
20,0,53,0,399,210,3294,627610,NaN
