,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,40,NaN,5354,1,24561,313177,0
1,1,30,0,5354,4574,14170,345848,0
2,1,23,0,5354,4465,3115,361512,0
3,1,27,1,5354,4203,5869,378174,0
4,1,23,0,5354,4085,3245,391288,0
5,1,23,1,5354,2478,4615,409008,0
6,1,7,0,5354,3980,2365,418776,0
7,1,2,0,5354,2305,1954,427112,0
8,1,4,1,5354,4299,3044,441071,0
9,1,1,0,5354,1316,2213,452672,0
10,1,3,1,5354,5913,3028,463935,0
11,1,4,1,5354,3737,3005,474935,0
12,1,6,1,5354,2472,2379,485127,0
13,1,4,0,5354,765,4317,497159,0
14,1,4,1,5354,8116,4380,509017,0
15,1,4,0,5354,399,3318,518191,0
16,1,4,0,5354,356,1522,526150,0
17,1,3,1,5354,5931,2384,535287,0
18,1,4,1,5354,5376,1806,544071,0
19,1,3,0,5354,219,2241,552438,0
20,1,6,1,5354,5845,1580,560545,0
