,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,50,NaN,5408,1,9481,680308,NaN
1,1,50,0,5408,210,9246,701372,NaN
2,1,50,1,5408,5371,9098,716804,NaN
3,1,50,0,5408,2012,6327,730052,NaN
4,1,50,0,5408,765,11782,754644,NaN
5,1,50,1,5408,5331,5513,766148,NaN
6,1,45,0,5408,1183,6162,780203,NaN
7,1,45,0,5408,5310,5861,794467,NaN
8,1,45,1,5408,5308,6950,808628,NaN
9,1,45,0,5408,5463,4628,821812,NaN
10,1,45,1,5408,4374,9029,838099,NaN
11,1,45,1,5408,4300,5741,853516,NaN
12,1,47,1,5408,4142,10773,869956,NaN
13,1,47,0,5408,2250,12754,887772,NaN
14,1,47,1,5408,3705,8293,905123,NaN
15,1,44,0,5408,2850,20541,933932,NaN
16,1,44,0,5408,5933,4554,943124,NaN
17,1,44,1,5408,1881,8238,956235,NaN
18,1,44,1,5408,1284,4613,970867,NaN
19,1,40,0,5408,478,9044,999572,NaN
20,1,42,1,5408,219,5917,1012363,NaN
