,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,65,NaN,6992,1,8816,442512,0
1,0,66,0,6992,6905,8532,459030,0
2,0,66,0,6992,6789,5405,474757,0
3,0,65,1,6992,6770,4984,493503,0
4,0,71,0,6992,6756,5417,511469,0
5,0,67,1,6992,6524,2438,521165,0
6,0,66,0,6992,6178,5493,535069,0
7,0,74,0,6992,6154,2772,543811,0
8,0,68,1,6992,7123,3572,557054,0
9,0,70,0,6992,4892,3310,565925,0
10,0,66,1,6992,6487,4647,576885,0
11,0,69,1,6992,4436,2509,586085,0
12,0,67,1,6992,6768,6782,601460,0
13,0,66,0,6992,3808,2074,612662,0
14,0,67,1,6992,7138,2734,624950,0
15,0,69,0,6992,690,2333,636317,0
16,0,68,0,6992,333,3790,645772,0
17,0,68,1,6992,2203,2527,653596,0
18,0,57,1,6992,4828,3369,662302,0
19,0,61,0,6992,329,2550,670419,0
20,0,62,1,6992,6729,2831,678445,0
