,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,47,NaN,3827,1,8553,472474,0
1,0,39,1,3827,4553,6020,490546,0
2,0,34,1,3827,3705,8724,519617,0
3,0,34,0,3827,4504,11861,544754,0
4,0,31,1,3827,3049,6326,567048,0
5,0,36,0,3827,5310,7420,587784,0
6,0,31,1,3827,2472,4709,606145,0
7,0,27,1,3827,1746,6669,634777,0
8,0,27,0,3827,2850,7573,661217,0
9,0,25,1,3827,1284,6237,680184,0
10,0,26,0,3827,2250,13355,705832,0
11,0,31,0,3827,4374,6293,727745,0
12,0,31,0,3827,5404,9478,752593,0
13,0,26,1,3827,1183,4397,771609,0
14,0,31,0,3827,2012,6141,793977,0
15,0,29,1,3827,660,7542,817392,0
16,0,26,1,3827,611,6685,836856,0
17,0,36,0,3827,4300,9230,857688,0
18,0,39,0,3827,4142,7869,879433,0
19,0,36,1,3827,399,6724,901184,0
20,0,36,0,3827,4719,5086,918329,0
