,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,75,NaN,7916,1,14225,581052,1
1,0,75,0,7916,8303,11469,605819,1
2,0,74,0,7916,6547,4997,624444,1
3,0,74,1,7916,7761,5228,645740,1
4,0,78,0,7916,7921,4150,658180,1
5,0,76,1,7916,7696,14045,683340,1
6,0,79,0,7916,7858,9542,701348,1
7,0,84,0,7916,8083,4381,715491,1
8,0,78,1,7916,7609,4606,736628,1
9,0,81,0,7916,7720,11717,755235,1
10,0,86,1,7916,7552,5790,770139,1
11,0,84,1,7916,7517,3598,785019,1
12,0,84,1,7916,7149,4950,806531,1
13,0,86,0,7916,8185,4118,818291,1
14,0,86,1,7916,5569,3894,835435,1
15,0,84,0,7916,3882,2517,847707,1
16,0,87,0,7916,8326,8422,864539,1
17,0,88,1,7916,5229,4014,880483,1
18,0,85,1,7916,3960,3110,896195,1
19,0,93,0,7916,7918,4485,905532,1
20,0,92,1,7916,2523,2438,916659,1
