,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,20,NaN,2651,1,6376,560471,1
1,0,26,0,2651,6482,7248,585526,1
2,0,30,0,2651,333,7353,600629,1
3,0,29,1,2651,6756,4858,619822,1
4,0,29,0,2651,7173,3865,639917,1
5,0,24,1,2651,6338,5562,677294,1
6,0,36,0,2651,3693,5514,694876,1
7,0,33,0,2651,6771,2146,706044,1
8,0,29,1,2651,6205,12649,729860,1
9,0,41,0,2651,2084,2793,739148,1
10,0,35,1,2651,6154,2330,751763,1
11,0,31,1,2651,4436,6194,768715,1
12,0,28,1,2651,4371,3338,779331,1
13,0,45,0,2651,7138,4041,791419,1
14,0,40,1,2651,4149,2474,801308,1
15,0,47,0,2651,1143,5409,824635,1
16,0,50,0,2651,3687,2242,836762,1
17,0,45,1,2651,3880,2937,854898,1
18,0,40,1,2651,2764,3644,865299,1
19,0,48,0,2651,7129,3226,877659,1
20,0,42,1,2651,857,3091,890107,1
