,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,47,NaN,7755,1,12112,859500,NaN
1,0,45,1,7755,7875,2201,874312,NaN
2,0,74,0,7755,7674,1764,880601,NaN
3,0,33,1,7755,7752,1303,887271,NaN
4,0,56,1,7755,7680,1815,893761,NaN
5,0,73,0,7755,8322,1516,899162,NaN
6,0,92,1,7755,7657,1822,904863,NaN
7,0,87,0,7755,7922,1693,911002,NaN
8,0,74,1,7755,7616,1662,916636,NaN
9,0,49,1,7755,7603,1710,922319,NaN
10,0,64,0,7755,7749,1722,928547,NaN
11,0,94,0,7755,7668,4234,936709,NaN
12,0,93,1,7755,7566,1674,941954,NaN
13,0,96,0,7755,5474,1535,947074,NaN
14,0,97,0,7755,5335,1678,952339,NaN
15,0,71,1,7755,7560,1301,958322,NaN
16,0,51,0,7755,7715,6226,981781,NaN
17,0,49,1,7755,7543,1598,992833,NaN
18,0,77,0,7755,7586,1915,1000487,NaN
19,0,54,0,7755,7757,1797,1007875,NaN
20,0,12,1,7755,4285,1777,1016755,NaN
