,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,32,NaN,5408,1,11393,1036803,NaN
1,0,41,0,5408,210,4266,1055826,NaN
2,0,34,1,5408,5371,3233,1063370,NaN
3,0,39,0,5408,2012,3721,1074002,NaN
4,0,43,0,5408,765,2474,1083778,NaN
5,0,34,1,5408,5331,7473,1096714,NaN
6,0,33,0,5408,1183,4457,1105586,NaN
7,0,36,0,5408,5310,4329,1114227,NaN
8,0,35,1,5408,5308,4290,1122649,NaN
9,0,39,0,5408,5463,2475,1129362,NaN
10,0,34,1,5408,4374,5392,1139034,NaN
11,0,33,1,5408,4300,1673,1144929,NaN
12,0,31,1,5408,4142,3539,1152474,NaN
13,0,34,0,5408,2250,3305,1160786,NaN
14,0,32,1,5408,3705,7097,1173026,NaN
15,0,37,0,5408,2850,2738,1180074,NaN
16,0,37,0,5408,5933,4946,1188986,NaN
17,0,33,1,5408,1881,3184,1196346,NaN
18,0,32,1,5408,1284,6041,1206274,NaN
19,0,36,0,5408,478,3867,1214420,NaN
20,0,34,1,5408,219,5106,1223690,NaN
