,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,32,NaN,333,1,6116,725342,NaN
1,0,26,1,333,6510,4371,739750,NaN
2,0,34,0,333,7123,3522,748725,NaN
3,0,34,1,333,6487,4851,759332,NaN
4,0,32,1,333,6154,2873,766685,NaN
5,0,37,0,333,4892,4556,776775,NaN
6,0,35,1,333,5930,3057,786111,NaN
7,0,37,0,333,690,4227,796383,NaN
8,0,34,1,333,5521,4635,805950,NaN
9,0,32,1,333,4828,1907,812398,NaN
10,0,37,0,333,2764,2417,819589,NaN
11,0,36,0,333,1143,6034,830452,NaN
12,0,33,1,333,3808,3467,839791,NaN
13,0,35,0,333,7106,4706,849526,NaN
14,0,37,0,333,7145,5834,860486,NaN
15,0,33,1,333,2651,3668,869077,NaN
16,0,36,0,333,2203,3467,877892,NaN
17,0,36,1,333,360,4683,887348,NaN
18,0,35,0,333,4436,2753,895068,NaN
19,0,39,0,333,7185,3603,904230,NaN
20,0,37,1,333,329,3498,912413,NaN
