,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,71,NaN,6510,1,95393,421530,1
1,0,53,1,6510,6687,9681,440961,1
2,0,49,1,6510,6544,7368,461992,1
3,0,53,0,6510,3693,8296,482568,1
4,0,48,1,6510,6338,12092,503992,1
5,0,52,0,6510,5392,8874,523223,1
6,0,48,1,6510,6205,4844,534720,1
7,0,42,1,6510,4371,7904,549416,1
8,0,47,0,6510,2764,4546,559527,1
9,0,45,1,6510,4058,11162,576654,1
10,0,51,0,6510,2084,3786,586470,1
11,0,52,0,6510,333,5393,599472,1
12,0,57,0,6510,545,3906,608640,1
13,0,52,1,6510,3880,7754,624783,1
14,0,53,0,6510,7129,4009,635775,1
15,0,53,1,6510,3687,5970,646879,1
16,0,52,1,6510,2203,5917,658535,1
17,0,48,0,6510,6487,4938,668207,1
18,0,53,0,6510,6621,4642,681311,1
19,0,53,1,6510,1143,4097,693910,1
20,0,55,0,6510,7106,4715,703797,1
