,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,52,NaN,2651,1,16323,971540,NaN
1,0,51,0,2651,6482,5411,988837,NaN
2,0,51,1,2651,6756,5994,1007069,NaN
3,0,55,0,2651,333,5674,1024412,NaN
4,0,54,0,2651,7173,6513,1040587,NaN
5,0,53,1,2651,6338,5729,1055773,NaN
6,0,54,0,2651,3693,4098,1070748,NaN
7,0,50,1,2651,6205,6075,1087555,NaN
8,0,59,0,2651,6771,3596,1103206,NaN
9,0,56,0,2651,2084,7225,1122748,NaN
10,0,51,1,2651,6154,4666,1136684,NaN
11,0,48,1,2651,4436,5729,1154867,NaN
12,0,53,0,2651,7138,6385,1171405,NaN
13,0,44,1,2651,4371,3410,1184884,NaN
14,0,42,1,2651,4149,4186,1197963,NaN
15,0,49,0,2651,1143,5666,1216266,NaN
16,0,40,1,2651,3880,4761,1235158,NaN
17,0,51,0,2651,3687,6066,1253491,NaN
18,0,46,1,2651,2764,2795,1264851,NaN
19,0,42,1,2651,857,4441,1279226,NaN
20,0,46,0,2651,7129,5556,1293444,NaN
