,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,34,NaN,7638,1,21652,736513,0
1,0,53,0,7638,8025,13020,774222,0
2,0,58,0,7638,7922,11247,801564,0
3,0,48,1,7638,8285,4352,826970,0
4,0,55,0,7638,7761,5156,843291,0
5,0,49,1,7638,8389,5067,860295,0
6,0,54,0,7638,7757,8209,881192,0
7,0,58,0,7638,7749,4085,900185,0
8,0,53,1,7638,3960,9766,922660,0
9,0,61,0,7638,7609,8795,945044,0
10,0,50,1,7638,7947,7412,974419,0
11,0,44,1,7638,6547,7110,993689,0
12,0,45,1,7638,3543,6396,1025752,0
13,0,46,0,7638,7586,13782,1051733,0
14,0,39,1,7638,7543,5993,1081172,0
15,0,44,0,7638,7571,6282,1097670,0
16,0,46,0,7638,2523,6861,1109805,0
17,0,42,1,7638,7696,3306,1127035,0
18,0,41,1,7638,8391,7902,1145685,0
19,0,46,0,7638,949,6780,1167230,0
20,0,40,1,7638,4227,6405,1188650,0
