,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,68,NaN,399,1,5257,988154,NaN
1,1,73,1,399,3049,2918,1029211,NaN
2,1,64,0,399,4300,3621,1042491,NaN
3,1,71,1,399,5308,2453,1057883,NaN
4,1,77,1,399,4142,2550,1075227,NaN
5,1,69,0,399,3827,3069,1088611,NaN
6,1,67,1,399,4553,3622,1099836,NaN
7,1,67,1,399,2850,3132,1115699,NaN
8,1,66,0,399,3705,4877,1131971,NaN
9,1,66,1,399,1284,2045,1142594,NaN
10,1,60,0,399,2250,3749,1155866,NaN
11,1,58,0,399,765,3597,1168898,NaN
12,1,60,0,399,660,4773,1190442,NaN
13,1,57,1,399,5354,3758,1201618,NaN
14,1,56,0,399,611,2903,1211531,NaN
15,1,59,1,399,4291,7693,1231235,NaN
16,1,61,1,399,3221,2949,1245867,NaN
17,1,61,0,399,478,3668,1257243,NaN
18,1,61,0,399,219,3070,1270691,NaN
19,1,63,1,399,5310,1781,1284331,NaN
20,1,57,0,399,210,4730,1295403,NaN
