,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,71,NaN,2478,1,18289,456772,0
1,1,77,1,2478,5354,5268,498748,0
2,1,81,1,2478,4299,4523,531507,0
3,1,73,0,2478,5308,9251,565019,0
4,1,84,1,2478,4203,3229,588418,0
5,1,74,0,2478,5253,5796,614234,0
6,1,75,1,2478,4553,2773,644058,0
7,1,79,1,2478,1316,7526,666027,0
8,1,65,0,2478,5237,6422,700828,0
9,1,68,1,2478,5955,7509,724843,0
10,1,68,0,2478,5214,4291,759674,0
11,1,63,0,2478,4574,5366,780443,0
12,1,63,0,2478,4504,5788,798131,0
13,1,66,1,2478,3737,4253,811473,0
14,1,63,0,2478,3980,3277,835858,0
15,1,64,1,2478,5376,6669,854963,0
16,1,69,1,2478,5699,3110,869723,0
17,1,60,0,2478,2472,7436,888658,0
18,1,61,0,2478,1284,5845,910746,0
19,1,62,1,2478,4657,6197,930715,0
20,1,59,0,2478,356,3301,946314,0
