,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,51,NaN,4574,1,14874,626838,NaN
1,1,47,0,4574,5253,5581,639572,NaN
2,1,52,1,4574,5913,5374,650516,NaN
3,1,46,0,4574,5214,3844,660445,NaN
4,1,46,0,4574,3980,6554,672524,NaN
5,1,52,1,4574,5554,3124,686300,NaN
6,1,52,0,4574,1316,3306,697092,NaN
7,1,51,0,4574,8243,4145,706580,NaN
8,1,53,1,4574,5376,2643,717900,NaN
9,1,46,0,4574,5921,2569,726060,NaN
10,1,51,1,4574,5354,3185,735204,NaN
11,1,56,1,4574,4657,2997,743036,NaN
12,1,56,1,4574,4465,3809,751988,NaN
13,1,52,0,4574,5931,3184,760644,NaN
14,1,55,1,4574,4299,7741,773652,NaN
15,1,52,0,4574,2199,11452,790244,NaN
16,1,49,0,4574,5387,3170,798436,NaN
17,1,53,1,4574,3737,3173,806620,NaN
18,1,56,1,4574,2478,3792,815667,NaN
19,1,53,0,4574,5237,4571,825435,NaN
20,1,56,1,4574,2305,3690,833835,NaN
