,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,50,NaN,5463,1,23535,436682,0
1,1,45,0,5463,4300,22517,472833,0
2,1,45,0,5463,4291,24160,509271,0
3,1,45,1,5463,4504,15520,541776,0
4,1,44,0,5463,4142,14520,574480,0
5,1,47,1,5463,611,16655,601320,0
6,1,44,0,5463,3827,6545,616088,0
7,1,41,0,5463,1284,8400,633448,0
8,1,45,1,5463,4553,11647,652136,0
9,1,42,0,5463,1183,11298,672536,0
10,1,46,1,5463,2250,6585,691200,0
11,1,50,1,5463,1881,6977,705608,0
12,1,52,1,5463,5524,10312,723823,0
13,1,50,0,5463,765,7177,736591,0
14,1,52,1,5463,3049,9472,751351,0
15,1,50,0,5463,660,6816,765015,0
16,1,46,0,5463,478,7737,780879,0
17,1,50,1,5463,219,7921,795767,0
18,1,52,1,5463,5408,5224,807807,0
19,1,50,0,5463,399,7050,825246,0
20,1,52,1,5463,3221,10665,843453,0
