,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,50,NaN,4574,1,25610,894477,NaN
1,1,47,0,4574,5253,8377,914542,NaN
2,1,50,1,4574,5913,5729,930646,NaN
3,1,47,0,4574,5214,8864,956517,NaN
4,1,45,0,4574,3980,5401,969853,NaN
5,1,48,1,4574,5554,5321,980140,NaN
6,1,45,0,4574,1316,10225,996405,NaN
7,1,43,0,4574,8243,4778,1007725,NaN
8,1,45,1,4574,5376,5849,1018188,NaN
9,1,43,0,4574,5921,9793,1034068,NaN
10,1,45,1,4574,5354,5378,1044244,NaN
11,1,47,1,4574,4657,5426,1057508,NaN
12,1,50,1,4574,4465,3843,1065572,NaN
13,1,47,0,4574,5931,4793,1077451,NaN
14,1,48,1,4574,4299,13345,1098949,NaN
15,1,46,0,4574,2199,5544,1114029,NaN
16,1,43,0,4574,5387,4913,1124149,NaN
17,1,45,1,4574,3737,4634,1135852,NaN
18,1,47,1,4574,2478,2362,1143228,NaN
19,1,45,0,4574,5237,11488,1165332,NaN
20,1,48,1,4574,2305,3866,1174203,NaN
