,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,66,NaN,2203,1,11496,697481,0
1,1,59,0,2203,6510,5093,716440,0
2,1,57,0,2203,6487,4819,730799,0
3,1,61,1,2203,6992,6916,744311,0
4,1,59,0,2203,6482,5364,766144,0
5,1,62,1,2203,6544,7711,786239,0
6,1,54,0,2203,6338,3157,799054,0
7,1,58,0,2203,6205,7269,818088,0
8,1,69,1,2203,3880,5045,831880,0
9,1,57,0,2203,4892,5012,846775,0
10,1,65,1,2203,5392,9373,866422,0
11,1,70,1,2203,4058,4519,878704,0
12,1,73,1,2203,333,4310,888831,0
13,1,65,0,2203,4371,6469,904975,0
14,1,69,1,2203,3894,3206,917897,0
15,1,66,0,2203,4149,5069,931285,0
16,1,67,0,2203,2084,5854,943278,0
17,1,72,1,2203,7106,4134,956245,0
18,1,67,1,2203,6643,2390,973788,0
19,1,65,0,2203,1143,3910,987243,0
20,1,69,1,2203,7138,3518,999933,0
