,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,51,NaN,7558,1,8836,1024461,NaN
1,1,57,1,7558,7616,7786,1046916,NaN
2,1,42,0,7558,7866,7314,1057908,NaN
3,1,51,1,7558,7158,5467,1070459,NaN
4,1,52,1,7558,7603,2938,1078567,NaN
5,1,52,0,7558,7695,4892,1088763,NaN
6,1,52,1,7558,7875,2700,1100389,NaN
7,1,53,0,7558,7680,2976,1108345,NaN
8,1,53,1,7558,3274,2388,1116093,NaN
9,1,53,1,7558,7947,7562,1131938,NaN
10,1,52,0,7558,7674,3200,1141035,NaN
11,1,52,0,7558,7657,2347,1149752,NaN
12,1,52,1,7558,7752,4313,1160971,NaN
13,1,53,0,7558,7566,2753,1168358,NaN
14,1,53,0,7558,6952,5263,1178020,NaN
15,1,52,1,7558,8312,3038,1185409,NaN
16,1,54,0,7558,4196,2718,1194301,NaN
17,1,54,1,7558,4285,7413,1206919,NaN
18,1,52,0,7558,1921,4699,1216141,NaN
19,1,52,0,7558,949,5823,1226080,NaN
20,1,53,1,7558,7560,4728,1235011,NaN
