,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,50,NaN,6482,1,10119,475373,1
1,0,45,1,6482,7181,13232,500292,1
2,0,40,1,6482,7129,8705,522362,1
3,0,50,0,6482,6643,9145,541675,1
4,0,45,1,6482,6908,6462,557314,1
5,0,50,0,6482,4149,2906,568386,1
6,0,49,1,6482,6827,11740,589547,1
7,0,44,1,6482,6770,9744,612274,1
8,0,45,0,6482,857,4219,628106,1
9,0,50,1,6482,6621,4226,637865,1
10,0,55,0,6482,2764,7330,652876,1
11,0,55,0,6482,6338,4353,664338,1
12,0,60,0,6482,2084,6730,679339,1
13,0,55,1,6482,6205,5473,690186,1
14,0,60,0,6482,545,8489,704617,1
15,0,61,1,6482,3687,5033,715507,1
16,0,60,1,6482,2651,6354,727435,1
17,0,65,0,6482,3880,4218,739722,1
18,0,70,0,6482,7173,10193,761633,1
19,0,65,1,6482,2203,5075,772274,1
20,0,70,0,6482,6687,3995,782802,1
