,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,30,NaN,333,1,10889,819752,NaN
1,0,31,1,333,6510,5769,833657,NaN
2,0,35,0,333,7123,3546,843264,NaN
3,0,35,1,333,6487,3498,853136,NaN
4,0,25,1,333,6154,2634,860184,NaN
5,0,35,0,333,4892,7424,873439,NaN
6,0,30,1,333,5930,3041,882687,NaN
7,0,34,0,333,690,5329,898337,NaN
8,0,30,1,333,5521,5330,908913,NaN
9,0,29,1,333,4828,6723,921280,NaN
10,0,36,0,333,2764,5657,935887,NaN
11,0,36,0,333,1143,4281,944663,NaN
12,0,31,1,333,3808,4107,953688,NaN
13,0,36,0,333,7106,5419,963657,NaN
14,0,41,0,333,7145,3858,974264,NaN
15,0,35,1,333,2651,2738,983127,NaN
16,0,40,0,333,2203,2817,994367,NaN
17,0,35,1,333,360,4705,1003607,NaN
18,0,40,0,333,4436,3357,1014512,NaN
19,0,40,0,333,7185,3426,1022896,NaN
20,0,36,1,333,329,4218,1032079,NaN
