,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,56,NaN,7586,1,9209,693687,NaN
1,1,58,1,7586,7638,4334,708920,NaN
2,1,55,0,7586,7149,3185,717678,NaN
3,1,55,1,7586,7609,2451,724962,NaN
4,1,61,1,7586,7603,2150,731496,NaN
5,1,54,0,7586,5474,4305,743883,NaN
6,1,53,1,7586,7560,1927,751697,NaN
7,1,59,0,7586,409,3387,759902,NaN
8,1,55,1,7586,7532,4459,769804,NaN
9,1,58,1,7586,7517,2286,777307,NaN
10,1,56,0,7586,8398,3283,786606,NaN
11,1,53,0,7586,7866,2565,794268,NaN
12,1,53,1,7586,6500,2308,801071,NaN
13,1,56,0,7586,7921,3307,808801,NaN
14,1,49,0,7586,3543,2783,817297,NaN
15,1,51,1,7586,5335,2559,824319,NaN
16,1,48,0,7586,7521,2384,831910,NaN
17,1,51,1,7586,3960,5229,841502,NaN
18,1,44,0,7586,8395,4212,850160,NaN
19,1,45,0,7586,7552,2262,856644,NaN
20,1,47,1,7586,2523,1859,862751,NaN
