,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,66,NaN,8371,1,12659,370797,1
1,1,64,1,8371,7680,6198,396780,1
2,1,76,1,8371,7566,6330,426794,1
3,1,67,0,8371,7755,8400,446976,1
4,1,71,1,8371,7561,6764,464496,1
5,1,71,0,8371,7603,13644,488164,1
6,1,72,1,8371,7158,3298,497822,1
7,1,79,1,8371,6740,8938,516564,1
8,1,78,0,8371,7657,6068,530862,1
9,1,79,1,8371,5474,2668,541726,1
10,1,79,0,8371,8371,6789,565159,1
11,1,73,0,8371,7532,8716,582223,1
12,1,66,0,8371,8312,3218,593427,1
13,1,64,1,8371,4200,4715,603661,1
14,1,64,0,8371,8322,2942,613216,1
15,1,64,1,8371,4196,2209,620629,1
16,1,66,1,8371,3274,2168,627676,1
17,1,61,0,8371,1386,2302,635367,1
18,1,59,0,8371,7558,3005,643092,1
19,1,55,1,8371,409,2654,652130,1
20,1,50,0,8371,3543,7771,666299,1
