,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,51,NaN,2651,1,13914,816852,NaN
1,1,41,0,2651,6482,6117,838542,NaN
2,1,48,1,2651,6756,7241,859645,NaN
3,1,43,0,2651,333,3040,868293,NaN
4,1,40,0,2651,7173,4983,879852,NaN
5,1,46,1,2651,6338,4033,890867,NaN
6,1,39,0,2651,3693,4641,905061,NaN
7,1,40,1,2651,6205,5754,915853,NaN
8,1,39,0,2651,6771,7250,928908,NaN
9,1,39,0,2651,2084,1874,947700,NaN
10,1,42,1,2651,6154,5034,957507,NaN
11,1,47,1,2651,4436,3163,965717,NaN
12,1,45,0,2651,7138,3474,975332,NaN
13,1,51,1,2651,4371,1747,982020,NaN
14,1,53,1,2651,4149,1746,988618,NaN
15,1,50,0,2651,1143,2130,995603,NaN
16,1,53,1,2651,3880,1802,1002403,NaN
17,1,51,0,2651,3687,4314,1011962,NaN
18,1,50,1,2651,2764,5370,1026804,NaN
19,1,54,1,2651,857,2554,1033947,NaN
20,1,52,0,2651,7129,2923,1043924,NaN
