,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,51,NaN,5845,1,24743,468373,1
1,1,44,0,5845,5253,5906,492405,1
2,1,44,0,5845,5354,5412,513357,1
3,1,48,1,5845,5931,7284,538948,1
4,1,42,0,5845,2305,7276,555932,1
5,1,47,1,5845,5913,6236,574894,1
6,1,41,0,5845,5237,8708,599172,1
7,1,35,0,5845,5921,4403,610932,1
8,1,40,1,5845,5387,3669,625621,1
9,1,38,0,5845,4657,4908,640703,1
10,1,43,1,5845,5376,3044,654901,1
11,1,43,1,5845,4719,3949,670300,1
12,1,43,1,5845,4574,3732,689652,1
13,1,50,0,5845,356,3813,704802,1
14,1,51,1,5845,3737,4731,716298,1
15,1,49,0,5845,8243,3460,728066,1
16,1,49,0,5845,5554,5948,749386,1
17,1,50,1,5845,2472,2365,763146,1
18,1,52,1,5845,2199,2756,777058,1
19,1,48,0,5845,3910,3404,788474,1
20,1,49,1,5845,1316,3309,801307,1
