,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,60,NaN,5408,1,6880,822314,NaN
1,1,57,0,5408,210,3740,841434,NaN
2,1,62,1,5408,5371,2756,851778,NaN
3,1,59,0,5408,2012,3387,868410,NaN
4,1,57,0,5408,765,3268,883058,NaN
5,1,60,1,5408,5331,3172,893297,NaN
6,1,58,0,5408,1183,2412,907929,NaN
7,1,55,0,5408,5310,2179,917953,NaN
8,1,61,1,5408,5308,1876,928289,NaN
9,1,54,0,5408,5463,3505,939865,NaN
10,1,58,1,5408,4374,4729,950913,NaN
11,1,61,1,5408,4300,2869,966097,NaN
12,1,61,1,5408,4142,2725,981953,NaN
13,1,59,0,5408,2250,2629,991968,NaN
14,1,65,1,5408,3705,1677,1001080,NaN
15,1,63,0,5408,2850,1804,1012121,NaN
16,1,56,0,5408,5933,2132,1023280,NaN
17,1,64,1,5408,1881,2074,1031984,NaN
18,1,68,1,5408,1284,1521,1041240,NaN
19,1,67,0,5408,478,2731,1050224,NaN
20,1,73,1,5408,219,2484,1060032,NaN
