,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,40,NaN,8161,1,4676,1152795,NaN
1,1,16,0,8161,5278,1624,1163701,NaN
2,1,21,1,8161,7715,2599,1174247,NaN
3,1,20,0,8161,5229,3640,1182585,NaN
4,1,18,0,8161,4200,1531,1190570,NaN
5,1,21,1,8161,2523,2208,1201988,NaN
6,1,16,0,8161,4196,2942,1210956,NaN
7,1,19,1,8161,7158,1593,1219997,NaN
8,1,23,0,8161,4093,1344,1225591,NaN
9,1,14,0,8161,1921,2118,1232513,NaN
10,1,18,1,8161,3882,1603,1240659,NaN
11,1,21,1,8161,7665,1673,1267070,NaN
12,1,16,0,8161,1865,2061,1279026,NaN
13,1,21,1,8161,8371,1689,1289676,NaN
14,1,30,1,8161,4285,1785,1301813,NaN
15,1,22,0,8161,1386,2031,1309713,NaN
16,1,32,1,8161,8312,2628,1318313,NaN
17,1,29,0,8161,949,2154,1325935,NaN
18,1,33,1,8161,7543,1668,1333594,NaN
19,1,29,1,8161,7609,1459,1340584,NaN
20,1,26,0,8161,372,2212,1347826,NaN
