,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,20,NaN,7665,1,10426,848825,0
1,1,10,0,7665,7149,9789,869071,0
2,1,10,0,7665,6086,2888,882470,0
3,1,19,1,7665,8395,4877,904388,0
4,1,9,0,7665,4873,5631,920764,0
5,1,16,1,7665,5229,5327,948089,0
6,1,12,0,7665,4227,4101,958725,0
7,1,12,0,7665,3960,3615,968128,0
8,1,15,1,7665,7158,7226,991359,0
9,1,15,0,7665,3882,2094,999296,0
10,1,21,1,7665,8389,2440,1011579,0
11,1,20,1,7665,7558,2191,1020593,0
12,1,21,1,7665,7614,2275,1028903,0
13,1,21,0,7665,3543,2061,1044987,0
14,1,20,1,7665,8371,2336,1055617,0
15,1,19,0,7665,2523,2645,1067441,0
16,1,21,0,7665,409,2447,1078484,0
17,1,20,1,7665,7755,2823,1089960,0
18,1,21,1,7665,8322,2515,1104415,0
19,1,21,0,7665,372,2502,1112658,0
20,1,26,1,7665,8312,3396,1123450,0
