,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,30,NaN,8343,1,5541,843319,NaN
1,1,32,0,8343,7638,3431,859624,NaN
2,1,28,1,8343,7752,3039,869653,NaN
3,1,30,0,8343,7616,3182,881647,NaN
4,1,25,0,8343,7586,3341,893663,NaN
5,1,24,1,8343,1865,4356,905995,NaN
6,1,29,0,8343,7552,3437,918793,NaN
7,1,27,1,8343,6952,2682,932589,NaN
8,1,32,0,8343,7521,3068,943312,NaN
9,1,30,0,8343,7517,2766,956478,NaN
10,1,28,1,8343,2523,2403,967775,NaN
11,1,33,1,8343,8322,2519,980689,NaN
12,1,30,0,8343,5335,3211,996062,NaN
13,1,37,1,8343,8326,4309,1016338,NaN
14,1,40,1,8343,5229,2430,1032082,NaN
15,1,38,0,8343,4285,4887,1050664,NaN
16,1,37,1,8343,8410,2606,1060150,NaN
17,1,37,0,8343,4200,2887,1073549,NaN
18,1,38,1,8343,7696,3271,1084208,NaN
19,1,38,1,8343,7609,2449,1101286,NaN
20,1,37,0,8343,949,2595,1116560,NaN
